"Story","Title","Result","Date","Stability","Duration (s)"
"Contact Page","Navigates to Contact Page and validate successful submission","SUCCESS","2023-01-03T05:58:12.694592078Z[Etc/UTC]","0.0","54.18"
"Contact Page","Navigates to Contact Page and validate successful submission","SUCCESS","2023-01-03T05:58:12.694592078Z[Etc/UTC]","0.0","54.18"
