"Story","Title","Result","Date","Stability","Duration (s)"
"Jupiter Toys Navigation Links","Navigate to a page and validate Current Url","SUCCESS","2023-01-03T05:37:57.950179823Z[Etc/UTC]","0.0","4.85"
"Jupiter Toys Navigation Links","Navigate to a page and validate Current Url","SUCCESS","2023-01-03T05:37:57.950179823Z[Etc/UTC]","0.0","4.85"
"Jupiter Toys Navigation Links","Navigate to a page and validate Current Url","SUCCESS","2023-01-03T05:37:57.950179823Z[Etc/UTC]","0.0","4.85"
